State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
California,Female,College,4645.0,0.0,63.0,0,Personal Auto,Four-Door Car,94.958688
California,Female,Bachelor,5319.0,25134.0,67.0,0,Personal Auto,Four-Door Car,321.6
Arizona,Female,High School or Below,2491.0,25965.0,65.0,0,Personal Auto,Four-Door Car,329.206567
Arizona,Male,High School or Below,12296.0,55193.0,105.0,1,Personal Auto,SUV,504.0
California,Female,College,6274.0,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
Nevada,Male,High School or Below,6366.0,44368.0,80.0,0,Corporate Auto,Two-Door Car,384.0
Oregon,Male,College,6006.0,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Female,Master,11982.0,21514.0,62.0,0,Personal Auto,Two-Door Car,257.248789
California,Male,High School or Below,11886.0,0.0,105.0,0,Personal Auto,SUV,756.0
Arizona,Female,Bachelor,17109.0,87139.0,213.0,0,Personal Auto,Luxury SUV,363.865389
California,Male,High School or Below,4718.0,20355.0,61.0,1,Personal Auto,Four-Door Car,439.2
California,Male,Bachelor,4779.0,0.0,73.0,2,Personal Auto,Four-Door Car,350.4
Washington,Male,Bachelor,2402.0,46210.0,61.0,3,Personal Auto,Two-Door Car,439.2
Nevada,Female,College,13198.0,0.0,68.0,3,Personal Auto,Four-Door Car,326.4
California,Male,High School or Below,29233.0,28613.0,114.0,0,Personal Auto,Four-Door Car,820.8
Oregon,Male,Master,8510.0,26057.0,74.0,0,Personal Auto,Four-Door Car,523.888845
Arizona,Male,Bachelor,4774.0,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Nevada,Female,High School or Below,9114.0,76700.0,112.0,0,Personal Auto,Four-Door Car,322.046658
Nevada,Female,Bachelor,7664.0,0.0,109.0,0,Personal Auto,SUV,523.2
Oregon,Male,Master,2600.0,45181.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Male,High School or Below,8819.0,99845.0,110.0,1,Personal Auto,SUV,528.0
Oregon,Male,Bachelor,6858.0,0.0,101.0,0,Personal Auto,SUV,1021.719397
Oregon,Female,High School or Below,7109.0,92423.0,88.0,0,Personal Auto,Four-Door Car,404.243868
Washington,Female,Doctor,2843.0,43793.0,71.0,0,Personal Auto,Four-Door Car,16.150175
Washington,Male,College,12846.0,93210.0,107.0,2,Personal Auto,SUV,513.6
Oregon,Male,Bachelor,3499.0,58484.0,88.0,1,Personal Auto,Two-Door Car,43.542559
Oregon,Male,High School or Below,6005.0,26876.0,76.0,0,Personal Auto,Four-Door Car,364.8
Arizona,Female,Bachelor,4345.0,48054.0,109.0,0,Personal Auto,SUV,523.2
Arizona,Female,Bachelor,25402.0,36800.0,91.0,0,Personal Auto,Two-Door Car,236.63519
Arizona,Male,College,4467.0,28663.0,61.0,4,Personal Auto,Four-Door Car,292.8
California,Female,College,7849.0,54431.0,97.0,0,Personal Auto,Four-Door Car,284.49502
Washington,Female,Bachelor,4251.0,27608.0,108.0,0,Personal Auto,SUV,308.953614
California,Male,Bachelor,6073.0,22103.0,89.0,1,Personal Auto,Four-Door Car,427.2
Arizona,Male,College,6730.0,0.0,103.0,0,Personal Auto,SUV,741.6
Arizona,Male,Doctor,2589.0,46168.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Male,College,7306.0,83221.0,91.0,0,Personal Auto,Four-Door Car,14.386157
California,Male,Bachelor,8531.0,98677.0,105.0,0,Personal Auto,Four-Door Car,108.025547
California,Female,High School or Below,8618.0,46379.0,72.0,0,Corporate Auto,Four-Door Car,345.6
Oregon,Female,College,4957.0,62803.0,62.0,0,Personal Auto,Two-Door Car,400.959425
California,Male,Bachelor,12255.0,0.0,177.0,0,Personal Auto,SUV,1274.4
Nevada,Male,College,9625.0,0.0,134.0,0,Personal Auto,SUV,964.8
California,Female,Bachelor,7080.0,28139.0,97.0,2,Personal Auto,Four-Door Car,465.6
Arizona,Female,College,7053.0,52982.0,89.0,0,Corporate Auto,Four-Door Car,31.356274
Oregon,Female,Bachelor,5366.0,77095.0,68.0,1,Personal Auto,Four-Door Car,461.841879
Oregon,Female,College,4307.0,26322.0,111.0,2,Corporate Auto,SUV,180.346146
California,Female,College,5971.0,25125.0,81.0,1,Corporate Auto,Four-Door Car,583.2
Oregon,Female,High School or Below,8880.0,52583.0,113.0,0,Special Auto,SUV,528.20086
Arizona,Male,Bachelor,4458.0,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
California,Male,Master,5566.0,90607.0,70.0,0,Personal Auto,Four-Door Car,311.514116
Arizona,Male,Bachelor,5813.0,42795.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Female,High School or Below,8366.0,27042.0,110.0,0,Personal Auto,Four-Door Car,1263.325007
Oregon,Male,College,7276.0,27984.0,62.0,1,Personal Auto,Four-Door Car,445.361629
Nevada,Female,High School or Below,15084.0,26021.0,126.0,0,Personal Auto,SUV,331.847478
Arizona,Female,High School or Below,8459.0,25448.0,71.0,0,Personal Auto,Four-Door Car,345.022359
California,Male,Bachelor,8011.0,52009.0,68.0,0,Personal Auto,Four-Door Car,250.416569
Oregon,Female,High School or Below,2514.0,23504.0,69.0,0,Corporate Auto,Two-Door Car,374.399828
Washington,Male,High School or Below,4113.0,0.0,71.0,3,Personal Auto,Four-Door Car,569.761582
Oregon,Male,Master,4370.0,40774.0,110.0,1,Personal Auto,Sports Car,394.968488
Nevada,Male,College,7356.0,36812.0,92.0,1,Personal Auto,Two-Door Car,392.695097
Oregon,Female,Bachelor,10657.0,72540.0,88.0,0,Personal Auto,Two-Door Car,631.743039
Arizona,Male,Bachelor,5366.0,51240.0,70.0,2,Personal Auto,Four-Door Car,283.849464
California,Male,College,6047.0,20396.0,76.0,1,Personal Auto,Four-Door Car,364.8
Arizona,Female,High School or Below,2886.0,35654.0,72.0,0,Personal Auto,Two-Door Car,515.122954
Oregon,Female,High School or Below,2635.0,93884.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Female,Bachelor,2414.0,0.0,68.0,0,Personal Auto,Four-Door Car,379.209349
Nevada,Male,Bachelor,8342.0,30344.0,107.0,0,Personal Auto,SUV,342.832065
Arizona,Female,Bachelor,2487.0,28738.0,62.0,0,Personal Auto,Two-Door Car,81.609951
Nevada,Male,High School or Below,9213.0,70958.0,115.0,0,Personal Auto,Sports Car,115.400119
California,Male,Bachelor,16408.0,22103.0,109.0,0,Personal Auto,Four-Door Car,160.338007
Oregon,Female,College,7017.0,0.0,103.0,0,Special Auto,SUV,741.6
California,Female,Bachelor,5482.0,70795.0,68.0,0,Corporate Auto,Four-Door Car,177.948654
Arizona,Female,Master,10382.0,32821.0,129.0,0,Personal Auto,SUV,25.89566
Arizona,Male,College,5499.0,22520.0,73.0,0,Personal Auto,Four-Door Car,350.4
Nevada,Male,High School or Below,4846.0,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
Oregon,Male,College,14718.0,56263.0,93.0,0,Corporate Auto,Four-Door Car,446.4
Nevada,Male,Bachelor,9657.0,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
California,Male,College,4466.0,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
Oregon,Male,Bachelor,21424.0,0.0,65.0,0,Personal Auto,Two-Door Car,312.0
Nevada,Male,College,2532.0,31993.0,66.0,1,Personal Auto,Four-Door Car,39.627399
Arizona,Male,College,8378.0,40994.0,106.0,0,Personal Auto,Four-Door Car,60.227339
Nevada,Male,Bachelor,5093.0,29638.0,64.0,0,Personal Auto,Four-Door Car,307.2
Oregon,Female,College,13353.0,0.0,119.0,0,Personal Auto,Four-Door Car,729.595208
Oregon,Female,College,14207.0,26056.0,73.0,0,Personal Auto,Four-Door Car,355.558088
Oregon,Female,Doctor,10233.0,22821.0,131.0,0,Personal Auto,SUV,740.05751
Washington,Female,College,15436.0,84581.0,96.0,0,Personal Auto,Four-Door Car,4.334425
California,Female,High School or Below,8641.0,22193.0,74.0,0,Personal Auto,Two-Door Car,415.535724
Washington,Male,Bachelor,7335.0,30969.0,63.0,1,Personal Auto,Two-Door Car,358.225234
California,Female,College,7463.0,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946
California,Male,High School or Below,3635.0,35056.0,96.0,3,Personal Auto,Two-Door Car,460.8
Oregon,Male,College,5526.0,73435.0,69.0,0,Corporate Auto,Two-Door Car,331.2
Oregon,Male,High School or Below,4335.0,86096.0,108.0,0,Corporate Auto,Two-Door Car,518.4
California,Male,High School or Below,4832.0,0.0,139.0,0,Personal Auto,SUV,1000.8
Oregon,Male,Master,9268.0,55808.0,116.0,0,Personal Auto,SUV,551.413755
California,Male,Bachelor,14700.0,29695.0,94.0,0,Personal Auto,Four-Door Car,554.143798
California,Female,Bachelor,4905.0,88043.0,61.0,0,Corporate Auto,Four-Door Car,188.717606
California,Male,College,7289.0,60875.0,92.0,0,Personal Auto,Four-Door Car,410.846025
Arizona,Male,Bachelor,8479.0,0.0,77.0,0,Personal Auto,Four-Door Car,12.603783
Oregon,Male,High School or Below,7953.0,0.0,118.0,0,Personal Auto,SUV,849.6
Washington,Female,Bachelor,2870.0,70974.0,71.0,0,Personal Auto,Four-Door Car,340.8
Oregon,Female,Bachelor,10530.0,37518.0,131.0,0,Special Auto,Sports Car,472.850932
Oregon,Male,College,5498.0,28128.0,70.0,0,Personal Auto,Two-Door Car,336.0
Oregon,Female,Bachelor,7090.0,45254.0,93.0,3,Corporate Auto,Four-Door Car,446.4
Oregon,Female,Doctor,26416.0,85537.0,108.0,0,Personal Auto,SUV,285.276083
Oregon,Male,Master,2728.0,74608.0,68.0,1,Corporate Auto,Four-Door Car,407.68374
California,Female,High School or Below,11815.0,41004.0,102.0,3,Personal Auto,Sports Car,489.6
Arizona,Female,Master,4091.0,38884.0,102.0,0,Personal Auto,Two-Door Car,423.819864
California,Female,Master,5182.0,97131.0,64.0,0,Corporate Auto,Four-Door Car,307.2
Oregon,Male,Master,6172.0,0.0,84.0,0,Corporate Auto,Four-Door Car,403.2
California,Male,College,2487.0,22331.0,64.0,0,Corporate Auto,Four-Door Car,61.20919
Arizona,Male,Bachelor,13094.0,37541.0,109.0,0,Corporate Auto,SUV,96.212835
Oregon,Female,Bachelor,4688.0,27357.0,61.0,0,Corporate Auto,Four-Door Car,292.8
Oregon,Female,Doctor,2703.0,0.0,72.0,0,Corporate Auto,Two-Door Car,41.927219
California,Female,Bachelor,11315.0,11885.0,101.0,0,Personal Auto,Four-Door Car,484.8
Oregon,Female,Bachelor,8680.0,52717.0,109.0,0,Corporate Auto,Four-Door Car,60.151529
Arizona,Female,High School or Below,5980.0,57693.0,76.0,0,Personal Auto,Four-Door Car,547.2
Oregon,Female,High School or Below,10997.0,0.0,104.0,0,Personal Auto,SUV,748.8
Arizona,Female,Bachelor,11718.0,73903.0,73.0,0,Corporate Auto,Four-Door Car,439.361029
Washington,Female,Bachelor,42463.0,0.0,281.0,1,Personal Auto,Luxury SUV,1499.806352
Oregon,Female,College,6942.0,0.0,111.0,3,Personal Auto,SUV,532.8
California,Male,College,2551.0,79452.0,65.0,0,Corporate Auto,Four-Door Car,187.683707
Nevada,Female,Bachelor,10657.0,72540.0,88.0,0,Personal Auto,Two-Door Car,631.743039
Arizona,Female,College,9333.0,89513.0,116.0,0,Personal Auto,SUV,232.945977
Washington,Male,College,7507.0,60920.0,64.0,0,Personal Auto,Two-Door Car,231.201886
Oregon,Female,High School or Below,5320.0,88669.0,66.0,1,Personal Auto,Four-Door Car,213.574473
California,Female,Bachelor,8609.0,79090.0,107.0,0,Personal Auto,SUV,289.040734
Washington,Male,High School or Below,12299.0,17101.0,113.0,0,Corporate Auto,SUV,542.4
Oregon,Male,High School or Below,7285.0,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248
Nevada,Male,Master,6714.0,0.0,93.0,1,Special Auto,Two-Door Car,604.270179
Arizona,Male,Bachelor,2810.0,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8
California,Male,Bachelor,15320.0,81955.0,126.0,0,Corporate Auto,SUV,720.054248
Oregon,Female,High School or Below,8489.0,80213.0,70.0,0,Personal Auto,Two-Door Car,440.268527
Arizona,Male,Doctor,2379.0,0.0,66.0,0,Personal Auto,Four-Door Car,90.989464
Oregon,Male,Bachelor,13334.0,47950.0,170.0,1,Personal Auto,SUV,780.990942
Oregon,Male,Bachelor,3123.0,0.0,101.0,4,Personal Auto,SUV,960.115399
Washington,Male,Doctor,2383.0,0.0,65.0,0,Corporate Auto,Four-Door Car,312.0
Oregon,Male,High School or Below,7813.0,72353.0,66.0,0,Personal Auto,Two-Door Car,316.8
California,Female,High School or Below,14024.0,81872.0,115.0,0,Corporate Auto,Four-Door Car,256.43803
Arizona,Male,Bachelor,5335.0,74606.0,68.0,0,Corporate Auto,Two-Door Car,109.112713
Oregon,Male,High School or Below,9700.0,0.0,138.0,0,Personal Auto,SUV,993.6
California,Male,High School or Below,5703.0,41438.0,72.0,0,Personal Auto,Two-Door Car,323.836677
Arizona,Female,Bachelor,4281.0,52679.0,110.0,2,Personal Auto,Sports Car,528.0
Arizona,Male,High School or Below,3398.0,0.0,101.0,0,Personal Auto,SUV,1183.780098
Oregon,Male,Bachelor,11044.0,44524.0,70.0,0,Personal Auto,Four-Door Car,200.768848
Oregon,Male,Master,3238.0,60244.0,83.0,3,Corporate Auto,Four-Door Car,326.281835
California,Male,High School or Below,25805.0,22711.0,82.0,0,Personal Auto,Two-Door Car,393.6
Oregon,Male,College,17498.0,0.0,73.0,0,Corporate Auto,Two-Door Car,350.4
Arizona,Female,Bachelor,22261.0,50398.0,71.0,0,Personal Auto,Four-Door Car,339.42418
California,Male,College,9007.0,0.0,86.0,1,Personal Auto,Four-Door Car,412.8
Oregon,Female,High School or Below,9905.0,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
California,Female,High School or Below,7432.0,0.0,102.0,0,Corporate Auto,SUV,1037.274096
Arizona,Male,Bachelor,8151.0,0.0,114.0,0,Personal Auto,Four-Door Car,1310.46158
California,Male,High School or Below,4956.0,87197.0,63.0,0,Personal Auto,Two-Door Car,247.402353
California,Male,Bachelor,6537.0,0.0,100.0,0,Personal Auto,Sports Car,720.0
California,Female,High School or Below,9449.0,85221.0,117.0,0,Personal Auto,Sports Car,516.907624
Arizona,Male,High School or Below,7519.0,96306.0,95.0,1,Personal Auto,Four-Door Car,185.355353
California,Female,Bachelor,2409.0,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
California,Female,High School or Below,17041.0,22249.0,64.0,0,Personal Auto,Four-Door Car,455.191595
California,Female,High School or Below,4398.0,0.0,62.0,0,Personal Auto,Four-Door Car,382.067564
Oregon,Female,Bachelor,5470.0,54507.0,138.0,0,Personal Auto,SUV,702.990032
Oregon,Male,College,3173.0,0.0,101.0,4,Personal Auto,Four-Door Car,484.8
California,Male,College,13258.0,20754.0,184.0,0,Personal Auto,Luxury SUV,1324.8
California,Female,College,13045.0,0.0,190.0,1,Personal Auto,SUV,1654.202174
California,Male,High School or Below,2561.0,30027.0,65.0,0,Personal Auto,Four-Door Car,312.0
Nevada,Male,Bachelor,3388.0,23156.0,88.0,2,Special Auto,Four-Door Car,422.4
California,Male,High School or Below,6439.0,0.0,93.0,0,Personal Auto,Four-Door Car,669.6
California,Male,College,7079.0,23222.0,90.0,0,Corporate Auto,Two-Door Car,252.938842
California,Female,College,2418.0,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0
California,Female,Master,20493.0,27317.0,102.0,0,Personal Auto,Four-Door Car,489.6
California,Female,College,7805.0,21073.0,106.0,1,Corporate Auto,SUV,508.8
California,Male,College,22063.0,0.0,225.0,0,Corporate Auto,Luxury Car,1620.0
Arizona,Female,High School or Below,11218.0,69268.0,93.0,0,Personal Auto,Two-Door Car,19.170855
Arizona,Female,High School or Below,5427.0,74561.0,68.0,1,Personal Auto,Two-Door Car,234.393625
Arizona,Male,High School or Below,2592.0,72421.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Female,Master,2601.0,0.0,71.0,0,Corporate Auto,Two-Door Car,17.029835
Arizona,Male,Bachelor,8433.0,57961.0,72.0,0,Personal Auto,Two-Door Car,38.513959
California,Male,College,2968.0,35205.0,76.0,0,Personal Auto,Four-Door Car,178.839506
Oregon,Male,Master,5380.0,0.0,74.0,0,Personal Auto,Four-Door Car,59.026302
Oregon,Male,High School or Below,8060.0,72309.0,68.0,0,Personal Auto,Four-Door Car,244.727144
Nevada,Female,Bachelor,8445.0,76352.0,109.0,2,Personal Auto,SUV,501.83778
Washington,Male,High School or Below,9655.0,0.0,100.0,2,Personal Auto,SUV,720.0
California,Female,College,8178.0,29057.0,102.0,0,Corporate Auto,SUV,489.6
Oregon,Female,Bachelor,2353.0,0.0,66.0,0,Personal Auto,Four-Door Car,501.153571
California,Male,Bachelor,8059.0,25595.0,101.0,0,Personal Auto,SUV,484.8
Oregon,Male,Bachelor,8012.0,58058.0,67.0,0,Personal Auto,Four-Door Car,355.198918
Nevada,Male,Bachelor,16473.0,22828.0,106.0,0,Personal Auto,SUV,508.8
Arizona,Female,College,5907.0,0.0,81.0,0,Personal Auto,Four-Door Car,390.161912
California,Female,Bachelor,8258.0,23815.0,73.0,0,Corporate Auto,Four-Door Car,424.330166
California,Male,Bachelor,4954.0,45329.0,65.0,3,Personal Auto,Two-Door Car,312.0
Washington,Male,Master,43027.0,59349.0,119.0,0,Personal Auto,SUV,222.032326
Oregon,Male,College,3795.0,19794.0,105.0,0,Personal Auto,Four-Door Car,504.0
Arizona,Male,Bachelor,2537.0,92401.0,64.0,0,Personal Auto,Four-Door Car,50.359627
Oregon,Male,Bachelor,8026.0,0.0,109.0,0,Corporate Auto,SUV,898.430079
Nevada,Female,College,7787.0,83000.0,97.0,1,Corporate Auto,Four-Door Car,378.5566
Washington,Female,College,5257.0,77693.0,65.0,0,Personal Auto,Four-Door Car,225.045919
Arizona,Female,Bachelor,8256.0,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042
Nevada,Male,Master,2453.0,0.0,70.0,2,Personal Auto,Two-Door Car,449.601961
Washington,Male,College,4313.0,43386.0,111.0,0,Personal Auto,SUV,413.002348
California,Male,Bachelor,5557.0,29120.0,72.0,0,Corporate Auto,Two-Door Car,345.6
Washington,Male,Bachelor,8694.0,48893.0,110.0,0,Personal Auto,SUV,787.88953
California,Female,College,11831.0,92931.0,146.0,0,Personal Auto,SUV,503.144025
Washington,Female,College,4506.0,15462.0,115.0,0,Corporate Auto,Four-Door Car,611.941558
Washington,Male,Bachelor,4160.0,0.0,62.0,0,Personal Auto,Two-Door Car,446.4
Washington,Male,College,4462.0,70088.0,112.0,0,Personal Auto,SUV,536.481665
Oregon,Male,College,2515.0,25558.0,63.0,0,Personal Auto,Four-Door Car,453.6
Arizona,Female,High School or Below,8007.0,0.0,112.0,0,Corporate Auto,Sports Car,537.6
Washington,Male,Master,9901.0,0.0,134.0,0,Personal Auto,SUV,643.2
Washington,Female,Bachelor,12283.0,36328.0,155.0,0,Corporate Auto,SUV,388.148089
Washington,Female,High School or Below,44468.0,32948.0,127.0,1,Personal Auto,SUV,1428.972913
California,Male,Bachelor,8185.0,69114.0,103.0,0,Personal Auto,SUV,162.199584
Oregon,Female,High School or Below,16008.0,45302.0,133.0,0,Personal Auto,SUV,638.4
Arizona,Male,High School or Below,6362.0,0.0,88.0,0,Personal Auto,Four-Door Car,110.527627
California,Female,College,8737.0,53173.0,112.0,0,Personal Auto,SUV,1169.409787
Arizona,Female,Bachelor,4334.0,23904.0,123.0,3,Corporate Auto,SUV,590.4
Arizona,Female,Bachelor,4376.0,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
California,Male,College,9294.0,67544.0,116.0,0,Corporate Auto,SUV,556.8
California,Male,College,2543.0,26691.0,65.0,0,Personal Auto,Four-Door Car,312.0
Washington,Female,High School or Below,6582.0,0.0,62.0,0,Special Auto,Four-Door Car,297.6
California,Male,College,4686.0,58089.0,118.0,0,Corporate Auto,SUV,566.4
Nevada,Male,Bachelor,14325.0,0.0,136.0,0,Personal Auto,SUV,652.8
California,Male,Bachelor,12743.0,99583.0,64.0,0,Personal Auto,Four-Door Car,99.674341
California,Male,Bachelor,2434.0,0.0,68.0,0,Personal Auto,Four-Door Car,271.489602
Oregon,Female,Bachelor,25107.0,24410.0,73.0,0,Corporate Auto,Four-Door Car,350.4
California,Female,Bachelor,13432.0,68956.0,118.0,2,Personal Auto,SUV,118.538444
California,Female,High School or Below,2754.0,0.0,73.0,0,Personal Auto,Four-Door Car,298.671049
Nevada,Female,College,8653.0,20588.0,113.0,0,Personal Auto,SUV,586.390393
Oregon,Male,Bachelor,7058.0,37840.0,90.0,0,Corporate Auto,Four-Door Car,432.0
Oregon,Female,Bachelor,5907.0,43440.0,74.0,0,Personal Auto,Four-Door Car,128.21198
Nevada,Female,Master,2937.0,83195.0,73.0,1,Personal Auto,Two-Door Car,332.693627
California,Female,High School or Below,4974.0,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Male,High School or Below,4269.0,43209.0,110.0,0,Personal Auto,Sports Car,528.0
California,Female,High School or Below,4602.0,37308.0,115.0,0,Personal Auto,SUV,552.0
Arizona,Male,Master,2405.0,22239.0,62.0,0,Personal Auto,Four-Door Car,297.6
California,Female,Doctor,7638.0,66106.0,95.0,1,Personal Auto,Two-Door Car,250.323257
Nevada,Male,High School or Below,4624.0,97065.0,117.0,0,Personal Auto,SUV,561.6
Oregon,Male,College,5470.0,24910.0,69.0,0,Personal Auto,Two-Door Car,746.107437
Oregon,Male,Master,4999.0,49414.0,68.0,5,Personal Auto,Four-Door Car,159.631303
Arizona,Female,High School or Below,15957.0,61148.0,132.0,0,Personal Auto,Sports Car,98.206649
Arizona,Female,Bachelor,9276.0,52494.0,119.0,0,Corporate Auto,Two-Door Car,571.2
Arizona,Male,High School or Below,7595.0,20538.0,104.0,0,Personal Auto,SUV,499.2
Arizona,Male,High School or Below,24259.0,0.0,89.0,0,Personal Auto,Two-Door Car,538.689882
Washington,Male,High School or Below,24637.0,73716.0,103.0,0,Special Auto,Sports Car,162.662641
Washington,Male,Bachelor,2810.0,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8
Oregon,Male,Bachelor,2337.0,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0
Oregon,Male,High School or Below,4668.0,53252.0,117.0,0,Personal Auto,SUV,561.6
California,Male,Doctor,10972.0,24164.0,137.0,0,Personal Auto,Sports Car,657.6
California,Female,High School or Below,34611.0,20090.0,109.0,0,Special Auto,Sports Car,523.2
Arizona,Male,College,2479.0,81721.0,63.0,0,Personal Auto,Four-Door Car,133.90029
Washington,Female,High School or Below,26197.0,18495.0,113.0,0,Personal Auto,SUV,542.4
California,Male,Bachelor,6282.0,42314.0,80.0,0,Personal Auto,Four-Door Car,56.39419
